阿鼻地狱 a.bi.di.yu
谭言微中 tan.yan.wei.zhong
贪赃枉法 tan.zang.wang.fa
探赜索隐 tan.ze.suo.yin
弹指之间 tan.zhi.zhi.jian
螳臂当车 tang.bi.dang.che
堂而皇之 tang.er.huang.zhi
堂皇富丽 tang.huang.fu.li
傥来之物 tang.lai.zhi.wu
螳螂捕蝉 tang.lang.bu.chan
螳螂捕蝉黄雀在后 tang.lang.bu.chan.huang.que.zai.hou
汤里来 tang.li.lai
汤里来水里去 tang.li.lai.shui.li.qu
堂上一呼 tang.shang.yi.hu
堂上一呼阶下百诺 tang.shang.yi.hu.jie.xia.bai.nuo
堂堂一表 tang.tang.yi.biao
堂堂正正 tang.tang.zheng.zheng
唐突西子 tang.tu.xi.zi
糖衣炮弹 tang.yi.pao.dan
唐哉皇哉 tang.zai.huang.zai
韬光晦迹 tao.guang.hui.ji
韬光养晦 tao.guang.yang.hui
桃红柳绿 tao.hong.liu.lv
桃弧棘矢 tao.hu.ji.shi
桃花流水 tao.hua.liu.shui
桃花潭水 tao.hua.tan.shui
韬晦之计 tao.hui.zhi.ji
讨价还价 tao.jia.huan.jia
饕口馋舌 tao.kou.chan.she
桃李不言 tao.li.bu.yan
桃李不言下自成蹊 tao.li.bu.yan.xia.zi.cheng.xi
桃李满天下 tao.li.man.tian.xia
叨陪末座 tao.pei.mo.zuo
陶情适性 tao.qing.shi.xing
陶犬瓦鸡 tao.quan.wa.ji
陶熔鼓铸 tao.rong.gu.zhu
淘沙得金 tao.sha.de.jin
滔滔不绝 tao.tao.bu.jue
滔滔汩汩 tao.tao.gu.gu
陶陶兀兀 tao.tao.wu.wu
滔天之罪 tao.tian.zhi.zui
滔天罪行 tao.tian.zui.xing
饕餮之徒 tao.tie.zhi.tu
叨在知己 tao.zai.zhi.ji
逃之夭夭 tao.zhi.yao.yao
特立独行 te.li.du.xing
腾蛟起凤 teng.jiao.qi.feng
腾空而起 teng.kong.er.qi
腾云驾雾 teng.yun.jia.wu
体大思精 ti.da.si.jing
提纲挈领 ti.gang.qie.ling
体国经野 ti.guo.jing.ye
醍醐灌顶 ti.hu.guan.ding
啼饥号寒 ti.ji.hao.han
蹄间三寻 ti.jian.san.xun
涕零如雨 ti.ling.ru.yu
题名道姓 ti.ming.dao.xing
提名道姓 ti.ming.dao.xing
绨袍之义 ti.pao.zhi.yi
梯山航海 ti.shan.hang.hai
涕泗滂沱 ti.si.pang.tuo
倜傥不羁 ti.tang.bu.ji
啼啼哭哭 ti.ti.ku.ku
啼天哭地 ti.tian.ku.di
踢天弄井 ti.tian.nong.jing
替天行道 ti.tian.xing.dao
体贴入微 ti.tie.ru.wei
体无完肤 ti.wu.wan.fu
啼笑皆非 ti.xiao.jie.fei
提心吊胆 ti.xin.diao.dan
提要钩玄 ti.yao.gou.xuan
擿埴索涂 ti.zhi.suo.tu
替罪羊 ti.zui.yang
天保九如 tian.bao.jiu.ru
天崩地坼 tian.beng.di.che
天崩地裂 tian.beng.di.lie
天崩地塌 tian.beng.di.ta
添兵减灶 tian.bing.jian.zao
天不假年 tian.bu.jia.nian
恬不为怪 tian.bu.wei.guai
恬不知耻 tian.bu.zhi.chi
天不作美 tian.bu.zuo.mei
天差地远 tian.cha.di.yuan
天长地久 tian.chang.di.jiu
天长日久 tian.chang.ri.jiu
天成地平 tian.cheng.di.ping
天愁地惨 tian.chou.di.can
天从人愿 tian.cong.ren.yuan
天打雷劈 tian.da.lei.pi
恬淡无为 tian.dan.wu.wei
天道好还 tian.dao.hao.huan
天地经纬 tian.di.jing.wei
天低吴楚 tian.di.wu.chu
天低吴楚眼空无物 tian.di.wu.chu.yan.kong.wu.wu
天夺之魄 tian.duo.zhi.po
天翻地覆 tian.fan.di.fu
天方夜谭 tian.fang.ye.tan
天覆地载 tian.fu.di.zai
田父献曝 tian.fu.xian.pu
田父之功 tian.fu.zhi.gong
天府之国 tian.fu.zhi.guo
天高地厚 tian.gao.di.hou
天高地迥 tian.gao.di.jiong
天高皇帝远 tian.gao.huang.di.yuan
天高听卑 tian.gao.ting.bei
天各一方 tian.ge.yi.fang
天公地道 tian.gong.di.dao
天工人代 tian.gong.ren.dai
天冠地屦 tian.guan.di.ju
天寒地冻 tian.han.di.dong
天花乱坠 tian.hua.luan.zhui
天荒地老 tian.huang.di.lao
天昏地暗 tian.hun.di.an
填街塞巷 tian.jie.se.xiang
天经地义 tian.jing.di.yi
填坑满谷 tian.keng.man.gu
天朗气清 tian.lang.qi.qing
天理难容 tian.li.nan.rong
天理人情 tian.li.ren.qing
天理昭彰 tian.li.zhao.zhang
天伦之乐 tian.lun.zhi.le
天罗地网 tian.luo.di.wang
天马行空 tian.ma.xing.kong
天命有归 tian.ming.you.gui
天末凉风 tian.mo.liang.feng
天南地北 tian.nan.di.bei
天凝地闭 tian.ning.di.bi
天怒人怨 tian.nu.ren.yuan
天女散花 tian.nv.san.hua
天平地成 tian.ping.di.cheng
天壤王郎 tian.rang.wang.lang
天壤悬隔 tian.rang.xuan.ge
天壤之别 tian.rang.zhi.bie
天人共鉴 tian.ren.gong.jian
天上麒麟 tian.shang.qi.lin
天上人间 tian.shang.ren.jian
天上石麟 tian.shang.shi.lin
天生尤物 tian.sheng.you.wu
天随人愿 tian.sui.ren.yuan
天台路迷 tian.tai.lu.mi
天堂地狱 tian.tang.di.yu
天网恢恢 tian.wang.hui.hui
天网恢恢疏而不漏 tian.wang.hui.hui.shu.er.bu.lou
天无二日 tian.wu.er.ri
天无绝人之路 tian.wu.jue.ren.zhi.lu
天下本无事 tian.xia.ben.wu.shi
天下本无事庸人自扰之 tian.xia.ben.wu.shi.yong.ren.zi.rao.zhi
天下大乱 tian.xia.da.luan
天下第一 tian.xia.di.yi
天下独步 tian.xia.du.bu
天下太平 tian.xia.tai.ping
天下为公 tian.xia.wei.gong
天下为家 tian.xia.wei.jia
天下为笼 tian.xia.wei.long
天下无敌 tian.xia.wu.di
天下无难事 tian.xia.wu.nan.shi
天下无难事只怕有心人 tian.xia.wu.nan.shi.zhi.pa.you.xin.ren
天下无双 tian.xia.wu.shuang
天下乌鸦一般黑 tian.xia.wu.ya.yi.ban.hei
天下兴亡 tian.xia.xing.wang
天下兴亡匹夫有责 tian.xia.xing.wang.pi.fu.you.ze
天下汹汹 tian.xia.xiong.xiong
天下一家 tian.xia.yi.jia
天香国色 tian.xiang.guo.se
天行时气 tian.xing.shi.qi
天悬地隔 tian.xuan.di.ge
天旋地转 tian.xuan.di.zhuan
天涯比邻 tian.ya.bi.lin
天涯地角 tian.ya.di.jiao
天涯海角 tian.ya.hai.jiao
天涯若比邻 tian.ya.ruo.bi.lin
甜言美语 tian.yan.mei.yu
甜言蜜语 tian.yan.mi.yu
甜言软语 tian.yan.ruan.yu
天摇地动 tian.yao.di.dong
天衣无缝 tian.yi.wu.feng
天有不测风云 tian.you.bu.ce.feng.yun
天有不测风云人有旦夕祸福 tian.you.bu.ce.feng.yun.ren.you.dan.xi.huo.fu
添油加醋 tian.you.jia.cu
天与人归 tian.yu.ren.gui
天缘凑合 tian.yuan.cou.he
天渊之别 tian.yuan.zhi.bie
田月桑时 tian.yue.sang.shi
天灾人祸 tian.zai.ren.huo
天造地设 tian.zao.di.she
天真烂漫 tian.zhen.lan.man
添枝加叶 tian.zhi.jia.ye
天之骄子 tian.zhi.jiao.zi
添枝接叶 tian.zhi.jie.ye
天诛地灭 tian.zhu.di.mie
添砖加瓦 tian.zhuan.jia.wa
天字第一号 tian.zi.di.yi.hao
天姿国色 tian.zi.guo.se
甜嘴蜜舌 tian.zui.mi.she
天作之合 tian.zuo.zhi.he
挑拨离间 tiao.bo.li.jian
跳到黄河洗不清 tiao.dao.huang.he.xi.bu.qing
挑得篮里便是菜 tiao.de.lan.li.bian.shi.cai
挑肥拣瘦 tiao.fei.jian.shou
条分缕析 tiao.fen.lv.xi
粜风卖雨 tiao.feng.mai.yu
调和鼎鼐 tiao.he.ding.nai
跳梁小丑 tiao.liang.xiao.chou
挑毛拣刺 tiao.mao.jian.ci
挑三拣四 tiao.san.jian.si
调三窝四 tiao.san.wo.si
蜩螗沸羹 tiao.tang.fei.geng
跳丸日月 tiao.wan.ri.yue
挑雪填井 tiao.xue.tian.jing
挑幺挑六 tiao.yao.tiao.liu
调嘴弄舌 tiao.zui.nong.she
调嘴学舌 tiao.zui.xue.she
铁案如山 tie.an.ru.shan
铁板一块 tie.ban.yi.kuai
铁壁铜墙 tie.bi.tong.qiang
铁杵成针 tie.chu.cheng.zhen
铁杵磨成针 tie.chu.mo.cheng.zhen
铁画银钩 tie.hua.yin.gou
铁面无私 tie.mian.wu.si
铁面御史 tie.mian.yu.shi
铁石心肠 tie.shi.xin.chang
铁树开花 tie.shu.kai.hua
铁网珊瑚 tie.wang.shan.hu
铁砚磨穿 tie.yan.mo.chuan
铁证如山 tie.zheng.ru.shan
铁中铮铮 tie.zhong.zheng.zheng
听而不闻 ting.er.bu.wen
铤而走险 ting.er.zou.xian
挺而走险 ting.er.zou.xian
停留长智 ting.liu.zhang.zhi
听其言而观其行 ting.qi.yan.er.guan.qi.xing
停妻再娶 ting.qi.zai.qu
听其自流 ting.qi.zi.liu
听其自然 ting.qi.zi.ran
听人穿鼻 ting.ren.chuan.bi
挺身而出 ting.shen.er.chu
听天由命 ting.tian.you.ming
亭亭玉立 ting.ting.yu.li
停辛伫苦 ting.xin.zhu.ku
挺胸凸肚 ting.xiong.tu.du
停云落月 ting.yun.luo.yue
听者藐藐 ting.zhe.miao.miao
廷争面折 ting.zheng.mian.zhe
停滞不前 ting.zhi.bu.qian
听之藐藐 ting.zhi.miao.miao
听之任之 ting.zhi.ren.zhi
同病相怜 tong.bing.xiang.lian
痛不欲生 tong.bu.yu.sheng
同仇敌忾 tong.chou.di.kai
统筹兼顾 tong.chou.jian.gu
同出一辙 tong.chu.yi.zhe
同床异梦 tong.chuang.yi.meng
痛定思痛 tong.ding.si.tong
通都大邑 tong.du.da.yi
同恶相济 tong.e.xiang.ji
同恶相求 tong.e.xiang.qiu
通风报信 tong.feng.bao.xin
痛改前非 tong.gai.qian.fei
同甘共苦 tong.gan.gong.ku
同工异曲 tong.gong.yi.qu
通功易事 tong.gong.yi.shi
同功一体 tong.gong.yi.ti
痌瘝在抱 tong.guan.zai.bao
同归殊途 tong.gui.shu.tu
同归于尽 tong.gui.yu.jin
铜壶滴漏 tong.hu.di.lou
通家之好 tong.jia.zhi.hao
通今博古 tong.jin.bo.gu
铜筋铁骨 tong.jin.tie.gu
痛哭流涕 tong.ku.liu.ti
痛快淋漓 tong.kuai.lin.li
通力合作 tong.li.he.zuo
同流合污 tong.liu.he.wu
同美相妒 tong.mei.xiang.du
同门异户 tong.men.yi.hu
童牛角马 tong.niu.jiao.ma
铜琶铁板 tong.pa.tie.ban
同盘而食 tong.pan.er.shi
同袍同泽 tong.pao.tong.ze
同气连枝 tong.qi.lian.zhi
同气相求 tong.qi.xiang.qiu
铜墙铁壁 tong.qiang.tie.bi
通情达理 tong.qing.da.li
通权达变 tong.quan.da.bian
同日而语 tong.ri.er.yu
痛入骨髓 tong.ru.gu.sui
铜山铁壁 tong.shan.tie.bi
铜山西崩 tong.shan.xi.beng
铜山西崩洛钟东应 tong.shan.xi.beng.luo.zhong.dong.ying
童山濯濯 tong.shan.zhuo.zhuo
通商惠工 tong.shang.hui.gong
同生死 tong.sheng.si
同生死共存亡 tong.sheng.si.gong.cun.wang
同声相应 tong.sheng.xiang.ying
同声相应同气相求 tong.sheng.xiang.ying.tong.qi.xiang.qiu
同室操戈 tong.shi.cao.ge
童叟无欺 tong.sou.wu.qi
同堂兄弟 tong.tang.xiong.di
同条共贯 tong.tiao.gong.guan
通同一气 tong.tong.yi.qi
铜头铁额 tong.tou.tie.e
铜驼荆棘 tong.tuo.jing.ji
同文共轨 tong.wen.gong.gui
通宵达旦 tong.xiao.da.dan
痛心拔脑 tong.xin.ba.nao
同心并力 tong.xin.bing.li
同心合力 tong.xin.he.li
痛心疾首 tong.xin.ji.shou
同心戮力 tong.xin.lu.li
痛心入骨 tong.xin.ru.gu
同心同德 tong.xin.tong.de
同心协力 tong.xin.xie.li
童颜鹤发 tong.yan.he.fa
痛痒相关 tong.yang.xiang.guan
痛饮黄龙 tong.yin.huang.long
彤云密布 tong.yun.mi.bu
同舟敌国 tong.zhou.di.guo
同舟共济 tong.zhou.gong.ji
偷安旦夕 tou.an.dan.xi
投畀豺虎 tou.bi.chai.hu
投笔从戎 tou.bi.cong.rong
投鞭断流 tou.bian.duan.liu
头出头没 tou.chu.tou.mo
投传而去 tou.chuan.er.qu
头高头低 tou.gao.tou.di
偷工减料 tou.gong.jian.liao
偷狗戏鸡 tou.gou.xi.ji
透骨酸心 tou.gu.suan.xin
偷寒送暖 tou.han.song.nuan
偷合苟容 tou.he.gou.rong
头会箕敛 tou.hui.ji.lian
头昏脑胀 tou.hun.nao.zhang
头昏眼花 tou.hun.yan.hua
偷鸡不着蚀把米 tou.ji.bu.zhao.shi.ba.mi
投机倒把 tou.ji.dao.ba
偷鸡摸狗 tou.ji.mo.gou
投机取巧 tou.ji.qu.qiao
头角峥嵘 tou.jiao.zheng.rong
投井下石 tou.jing.xia.shi
偷梁换柱 tou.liang.huan.zhu
投袂而起 tou.mei.er.qi
头面人物 tou.mian.ren.wu
头没杯案 tou.mo.bei.an
头破血淋 tou.po.xue.lin
头破血流 tou.po.xue.liu
投其所好 tou.qi.suo.hao
投山窜海 tou.shan.cuan.hai
头上安头 tou.shang.an.tou
头上末下 tou.shang.mo.xia
投鼠忌器 tou.shu.ji.qi
投梭折齿 tou.suo.zhe.chi
投桃报李 tou.tao.bao.li
头疼脑热 tou.teng.nao.re
偷天换日 tou.tian.huan.ri
头童齿豁 tou.tong.chi.huo
头痛医头 tou.tong.yi.tou
头痛医头脚痛医脚 tou.tong.yi.tou.jiao.tong.yi.jiao
偷偷摸摸 tou.tou.mo.mo
头头是道 tou.tou.shi.dao
偷闲躲静 tou.xian.duo.jing
投闲置散 tou.xian.zhi.san
偷香窃玉 tou.xiang.qie.yu
头痒搔跟 tou.yang.sao.gen
偷营劫寨 tou.ying.jie.zhai
头晕目眩 tou.yun.mu.xuan
头重脚轻 tou.zhong.jiao.qing
投诸四裔 tou.zhu.si.yi
头足倒置 tou.zu.dao.zhi
土崩瓦解 tu.beng.wa.jie
吐哺握发 tu.bu.wo.fa
图财害命 tu.cai.hai.ming
吐胆倾心 tu.dan.qing.xin
屠毒笔墨 tu.du.bi.mo
徒读父书 tu.du.fu.shu
荼毒生灵 tu.du.sheng.ling
突飞猛进 tu.fei.meng.jin
土扶成墙 tu.fu.cheng.qiang
吐刚茹柔 tu.gang.ru.rou
吐故纳新 tu.gu.na.xin
土豪劣绅 tu.hao.lie.shen
土鸡瓦犬 tu.ji.wa.quan
土阶茅屋 tu.jie.mao.wu
瘏口哓音 tu.kou.xiao.yin
徒劳往返 tu.lao.wang.fan
徒劳无功 tu.lao.wu.gong
徒劳无益 tu.lao.wu.yi
土龙刍狗 tu.long.chu.gou
屠龙之技 tu.long.zhi.ji
徒乱人意 tu.luan.ren.yi
屠门大嚼 tu.men.da.jue
图谋不轨 tu.mou.bu.gui
土木形骸 tu.mu.xing.hai
土牛木马 tu.niu.mu.ma
兔起凫举 tu.qi.fu.ju
兔起鹘落 tu.qi.hu.luo
图穷匕首见 tu.qiong.bi.shou.jian
图穷匕见 tu.qiong.bi.xian
途穷日暮 tu.qiong.ri.mu
突然袭击 tu.ran.xi.ji
土壤细流 tu.rang.xi.liu
土穰细流 tu.rang.xi.liu
突如其来 tu.ru.qi.lai
土生土长 tu.sheng.tu.zhang
兔死狗烹 tu.si.gou.peng
兔死狐悲 tu.si.hu.bei
兔丝燕麦 tu.si.yan.mai
吐丝自缚 tu.si.zi.fu
屠所牛羊 tu.suo.niu.yang
途途是道 tu.tu.shi.dao
徒托空言 tu.tuo.kong.yan
土洋结合 tu.yang.jie.he
途遥日暮 tu.yao.ri.mu
徒有其名 tu.you.qi.ming
徒有虚名 tu.you.xu.ming
涂脂抹粉 tu.zhi.mo.fen
徒子徒孙 tu.zi.tu.sun
兔走乌飞 tu.zou.wu.fei
团头聚面 tuan.tou.ju.mian
推本溯源 tui.ben.su.yuan
退避三舍 tui.bi.san.she
推波助澜 tui.bo.zhu.lan
推陈出新 tui.chen.chu.xin
推诚相见 tui.cheng.xiang.jian
蜕化变质 tui.hua.bian.zhi
推己及人 tui.ji.ji.ren
推襟送抱 tui.jin.song.bao
退让贤路 tui.rang.xian.lu
退如山移 tui.ru.shan.yi
推三阻四 tui.san.zu.si
推食解衣 tui.shi.jie.yi
退思补过 tui.si.bu.guo
推涛作浪 tui.tao.zuo.lang
推贤让能 tui.xian.rang.neng
推心置腹 tui.xin.zhi.fu
退有后言 tui.you.hou.yan
颓垣败壁 tui.yuan.bai.bi
颓垣败井 tui.yuan.bai.jing
颓垣断堑 tui.yuan.duan.qian
颓垣废井 tui.yuan.fei.jing
颓垣废址 tui.yuan.fei.zhi
推燥居湿 tui.zao.ju.shi
吞刀刮肠 tun.dao.gua.chang
吞刀吐火 tun.dao.tu.huo
褪后趋前 tun.hou.qu.qian
囤积居奇 tun.ji.ju.qi
屯粮积草 tun.liang.ji.cao
吞声忍气 tun.sheng.ren.qi
豚蹄穰田 tun.ti.rang.tian
吞吞吐吐 tun.tun.tu.tu
吞云吐雾 tun.yun.tu.wu
唾壶击碎 tuo.hu.ji.sui
脱缰之马 tuo.jiang.zhi.ma
脱口而出 tuo.kou.er.chu
唾面自干 tuo.mian.zi.gan
拖泥带水 tuo.ni.dai.shui
拖人下水 tuo.ren.xia.shui
唾手可得 tuo.shou.ke.de
脱胎换骨 tuo.tai.huan.gu
脱颖而出 tuo.ying.er.chu
挖耳当招 wa.er.dang.zhao
瓦釜雷鸣 wa.fu.lei.ming
瓦解冰消 wa.jie.bing.xiao
瓦解土崩 wa.jie.tu.beng
挖空心思 wa.kong.xin.si
蛙蟆胜负 wa.ma.sheng.fu
蛙鸣蝉噪 wa.ming.chan.zao
挖肉补疮 wa.rou.bu.chuang
歪打正着 wai.da.zheng.zhao
歪风邪气 wai.feng.xie.qi
外合里差 wai.he.li.cha
外合里应 wai.he.li.ying
歪门邪道 wai.men.xie.dao
外强中干 wai.qiang.zhong.gan
外御其侮 wai.yu.qi.wu
外圆内方 wai.yuan.nei.fang
完璧归赵 wan.bi.gui.zhao
万变不离其宗 wan.bian.bu.li.qi.zong
万不得已 wan.bu.de.yi
碗朝地 wan.chao.di
莞尔而笑 wan.er.er.xiao
万夫不当之勇 wan.fu.bu.dang.zhi.yong
万夫莫开 wan.fu.mo.kai
顽父嚚母 wan.fu.yin.mu
顽梗不化 wan.geng.bu.hua
弯弓饮羽 wan.gong.yin.yu
顽固不化 wan.gu.bu.hua
万古长存 wan.gu.chang.cun
万古长青 wan.gu.chang.qing
万古流芳 wan.gu.liu.fang
万古千秋 wan.gu.qian.qiu
万贯家财 wan.guan.jia.cai
万贯家私 wan.guan.jia.si
万壑千岩 wan.he.qian.yan
万壑争流 wan.he.zheng.liu
万恨千愁 wan.hen.qian.chou
玩忽职守 wan.hu.zhi.shou
玩火自焚 wan.huo.zi.fen
万家灯火 wan.jia.deng.huo
万家生佛 wan.jia.sheng.fo
万箭攒心 wan.jian.cuan.xin
晚节不保 wan.jie.bu.bao
万劫不复 wan.jie.bu.fu
晚节不终 wan.jie.bu.zhong
晚节黄花 wan.jie.huang.hua
万口一辞 wan.kou.yi.ci
万口一谈 wan.kou.yi.tan
纨袴膏粱 wan.ku.gao.liang
万苦千辛 wan.ku.qian.xin
纨绔子弟 wan.ku.zi.di
万籁俱寂 wan.lai.ju.ji
万籁无声 wan.lai.wu.sheng
万里长城 wan.li.chang.cheng
万里长征 wan.li.chang.zheng
万里鹏程 wan.li.peng.cheng
万里鹏翼 wan.li.peng.yi
万里无云 wan.li.wu.yun
顽廉懦立 wan.lian.nuo.li
万缕千丝 wan.lv.qian.si
万马奔腾 wan.ma.ben.teng
万马齐喑 wan.ma.qi.yin
完美无疵 wan.mei.wu.ci
完美无缺 wan.mei.wu.que
万民涂炭 wan.min.tu.tan
万目睽睽 wan.mu.kui.kui
丸泥封关 wan.ni.feng.guan
万念俱灰 wan.nian.ju.hui
万念俱寂 wan.nian.ju.ji
万签插架 wan.qian.cha.jia
万全之策 wan.quan.zhi.ce
万人传实 wan.ren.chuan.shi
万人空巷 wan.ren.kong.xiang
万人之上 wan.ren.zhi.shang
剜肉补疮 wan.rou.bu.chuang
剜肉医疮 wan.rou.yi.chuang
玩世不恭 wan.shi.bu.gong
万事大吉 wan.shi.da.ji
完事大吉 wan.shi.da.ji
晚食当肉 wan.shi.dang.rou
顽石点头 wan.shi.dian.tou
万事亨通 wan.shi.heng.tong
万事俱备 wan.shi.ju.bei
万事俱备只欠东风 wan.shi.ju.bei.zhi.qian.dong.feng
万世流芳 wan.shi.liu.fang
万世师表 wan.shi.shi.biao
万寿无疆 wan.shou.wu.jiang
万水千山 wan.shui.qian.shan
万死不辞 wan.si.bu.ci
万死一生 wan.si.yi.sheng
万死犹轻 wan.si.you.qing
玩岁愒日 wan.sui.kai.ri
万岁千秋 wan.sui.qian.qiu
万头攒动 wan.tou.cuan.dong
玩物丧志 wan.wu.sang.zhi
万无一失 wan.wu.yi.shi
万象更新 wan.xiang.geng.xin
万象森罗 wan.xiang.sen.luo
万绪千端 wan.xu.qian.duan
万绪千头 wan.xu.qian.tou
万选青钱 wan.xuan.qing.qian
弯腰捧腹 wan.yao.peng.fu
万应灵丹 wan.ying.ling.dan
万应灵药 wan.ying.ling.yao
万语千言 wan.yu.qian.yan
万众一心 wan.zhong.yi.xin
宛转悠扬 wan.zhuan.you.yang
万紫千红 wan.zi.qian.hong
忘餐废寝 wang.can.fei.qin
望尘而拜 wang.chen.er.bai
望尘莫及 wang.chen.mo.ji
枉尺直寻 wang.chi.zhi.xun
望穿秋水 wang.chuan.qiu.shui
枉道事人 wang.dao.shi.ren
望帝啼鹃 wang.di.ti.juan
望断白云 wang.duan.bai.yun
忘恩背义 wang.en.bei.yi
忘恩负义 wang.en.fu.yi
忘恩失义 wang.en.shi.yi
望而却步 wang.er.que.bu
望而生畏 wang.er.sheng.wei
枉法徇私 wang.fa.xun.si
往返徒劳 wang.fan.tu.lao
枉费心机 wang.fei.xin.ji
望风捕影 wang.feng.bu.ying
望风而逃 wang.feng.er.tao
望风披靡 wang.feng.pi.mi
望风扑影 wang.feng.pu.ying
望风希指 wang.feng.xi.zhi
望风希旨 wang.feng.xi.zhi
王顾左右而言他 wang.gu.zuo.you.er.yan.ta
亡国之声 wang.guo.zhi.sheng
亡国之音 wang.guo.zhi.yin
望衡对宇 wang.heng.dui.yu
王侯将相 wang.hou.jiang.xiang
忘乎所以 wang.hu.suo.yi
亡魂丧胆 wang.hun.sang.dan
亡魂丧魄 wang.hun.sang.po
亡魂失魄 wang.hun.shi.po
亡戟得矛 wang.ji.de.mao
枉己正人 wang.ji.zheng.ren
网开三面 wang.kai.san.mian
网开一面 wang.kai.yi.mian
枉勘虚招 wang.kan.xu.zhao
妄口巴舌 wang.kou.ba.she
枉口拔舌 wang.kou.ba.she
网漏吞舟 wang.lou.tun.zhou
望梅止渴 wang.mei.zhi.ke
望门投止 wang.men.tou.zhi
亡命之徒 wang.ming.zhi.tu
忘年之交 wang.nian.zhi.jiao
忘其所以 wang.qi.suo.yi
忘寝废食 wang.qin.fei.shi
望秋先零 wang.qiu.xian.ling
惘然若失 wang.ran.ruo.shi
枉矢哨壶 wang.shi.shao.hu
王孙公子 wang.sun.gong.zi
望文生义 wang.wen.sheng.yi
妄下雌黄 wang.xia.ci.huang
妄言妄听 wang.yan.wang.ting
望眼欲穿 wang.yan.yu.chuan
亡羊补牢 wang.yang.bu.lao
汪洋大海 wang.yang.da.hai
亡羊得牛 wang.yang.de.niu
望洋兴叹 wang.yang.xing.tan
汪洋自恣 wang.yang.zi.zi
望云之情 wang.yun.zhi.qing
罔知所措 wang.zhi.suo.cuo
望子成龙 wang.zi.cheng.long
妄自菲薄 wang.zi.fei.bo
妄自尊大 wang.zi.zun.da
位卑言高 wei.bei.yan.gao
韦编三绝 wei.bian.san.jue
帷薄不修 wei.bo.bu.xiu
位不期骄 wei.bu.qi.jiao
未卜先知 wei.bu.xian.zhi
微不足道 wei.bu.zu.dao
围城打援 wei.cheng.da.yuan
蔚成风气 wei.cheng.feng.qi
渭川千亩 wei.chuan.qian.mu
为丛驱雀 wei.cong.qu.que
尾大不掉 wei.da.bu.diao
为德不卒 wei.de.bu.zu
畏敌如虎 wei.di.ru.hu
未定之天 wei.ding.zhi.tian
违法乱纪 wei.fa.luan.ji
为非作歹 wei.fei.zuo.dai
威风凛凛 wei.feng.lin.lin
威风祥麟 wei.feng.xiang.lin
为富不仁 wei.fu.bu.ren
为鬼为蜮 wei.gui.wei.yu
为国捐躯 wei.guo.juan.qu
微过细故 wei.guo.xi.gu
为好成歉 wei.hao.cheng.qian
为虎傅翼 wei.hu.fu.yi
微乎其微 wei.hu.qi.wei
为虎添翼 wei.hu.tian.yi
为虎作伥 wei.hu.zuo.chang
为虺弗摧 wei.hui.fu.cui
为虺弗摧为蛇若何 wei.hui.fu.cui.wei.she.ruo.he
危急存亡 wei.ji.cun.wang
位极人臣 wei.ji.ren.chen
危机四伏 wei.ji.si.fu
微机四伏 wei.ji.si.fu
未可厚非 wei.ke.hou.fei
未老先衰 wei.lao.xian.shuai
惟利是命 wei.li.shi.ming
唯利是图 wei.li.shi.tu
为良医 wei.liang.yi
未了公案 wei.liao.gong.an
唯邻是卜 wei.lin.shi.bu
萎靡不振 wei.mi.bu.zhen
委靡不振 wei.mi.bu.zhen
惟妙惟肖 wei.miao.wei.xiao
维妙维肖 wei.miao.wei.xiao
为民除害 wei.min.chu.hai
为民请命 wei.min.qing.ming
唯命是从 wei.ming.shi.cong
唯命是听 wei.ming.shi.ting
未能免俗 wei.neng.mian.su
威迫利诱 wei.po.li.you
为期不远 wei.qi.bu.yuan
慰情胜无 wei.qing.sheng.wu
委曲求全 wei.qu.qiu.quan
蔚然成风 wei.ran.cheng.feng
巍然屹立 wei.ran.yi.li
为人师表 wei.ren.shi.biao
为人说项 wei.ren.shuo.xiang
为人作嫁 wei.ren.zuo.jia
惟日不足 wei.ri.bu.zu
委肉虎蹊 wei.rou.hu.xi
味如鸡肋 wei.ru.ji.lei
危如累卵 wei.ru.lei.luan
危如朝露 wei.ru.zhao.lu
危若朝露 wei.ruo.zhao.lu
为善最乐 wei.shan.zui.le
为蛇若何 wei.she.ruo.he
尾生抱柱 wei.sheng.bao.zhu
尾生之信 wei.sheng.zhi.xin
畏首畏尾 wei.shou.wei.wei
畏缩不前 wei.suo.bu.qian
为所欲为 wei.suo.yu.wei
味同嚼蜡 wei.tong.jiao.la
威望素著 wei.wang.su.zhu
娓娓不倦 wei.wei.bu.juan
蔚为大观 wei.wei.da.guan
娓娓动听 wei.wei.dong.ting
娓娓而谈 wei.wei.er.tan
唯唯否否 wei.wei.fou.fou
畏威怀德 wei.wei.huai.de
